Age Certification,Description,Genres,Id,Imdb Id,Production Countries,Release Year,Title,Type,Imdb Score,Imdb Votes,Runtime,Seasons,Tmdb Popularity,Tmdb Score
TV-MA,"A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.","['animation', 'action', 'sport']",ts106015,tt9058134,['JP'],2019,Kengan Ashura,SHOW,8,4869,25,2,85.14,8.3
TV-MA,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,"['thriller', 'crime', 'drama', 'comedy']",ts82914,tt8064302,['US'],2019,Dead to Me,SHOW,8,74989,31,2,26.155,7.299
TV-MA,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",['documentation'],ts91039,tt10359446,['US'],2019,The Chef Show,SHOW,8.2,5107,31,2,7.305,7.8
TV-MA,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.","['scifi', 'action', 'horror', 'drama', 'fantasy']",ts57327,tt5180504,['US'],2019,The Witcher,SHOW,8.2,472202,58,2,101.869,8.244
TV-MA,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage â€” a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again.

However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.","['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']",ts84633,tt8788458,['JP'],2019,The Promised Neverland,SHOW,8.3,36018,23,2,42.367,8.843
TV-MA,"In this zombie thriller set in Korea's medieval Joseon dynasty which has been defeated by corruption and famine, a mysterious rumor of the kingâ€™s death spreads, as does a strange plague that renders the infected immune to death and hungry for flesh. The crown prince, fallen victim to a conspiracy, sets out on a journey to unveil the evil scheme and save his people.","['action', 'scifi', 'thriller', 'history', 'drama', 'horror']",ts55762,tt6611916,['KR'],2019,Kingdom,SHOW,8.3,44874,48,2,42.052,8.4
TV-MA,"As Delhi reels in the aftermath of a gang rape, DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case.","['drama', 'crime']",ts89028,tt9398466,['IN'],2019,Delhi Crime,SHOW,8.5,19158,35,2,11.392,8.2
TV-MA,"For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.","['animation', 'action', 'drama', 'war', 'history']",ts90311,tt10233448,['JP'],2019,Vinland Saga,SHOW,8.8,32535,24,2,15.663,8.6
TV-MA,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.","['drama', 'comedy']",ts90621,tt9432978,['IN'],2019,Kota Factory,SHOW,9.1,69316,39,2,9.584,8.3
TV-MA,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.",['drama'],ts237488,,['ZA'],2020,Blood & Water,SHOW,,,48,2,10.301,7.9
TV-MA,"A drama about the race between people who want to get closer to the truth and those who want to cover it up. Jang Seung Jo will take on the role of Oh Ji Hyuk, an elite detective of nine years who does not share his feelings with others due to pain he experienced when he was young. He is not swayed by money and power, even with the huge wealth he inherited from his uncle.","['drama', 'thriller']",ts225379,,['KR'],2020,The Good Detective,SHOW,,,65,2,7.633,8.6
TV-MA,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,['comedy'],ts237556,tt12189308,['CO'],2020,The Unremarkable Juanquini,SHOW,4.3,191,29,2,7.945,7
TV-MA,A drama about a secret agent who fights crime while dealing with crises in her personal life.,"['thriller', 'action', 'crime', 'drama']",ts103213,tt9426290,['ZA'],2020,Queen Sono,SHOW,5.9,1240,43,2,2.243,7.5
TV-MA,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,"['drama', 'comedy']",ts269740,tt13492362,['ZA'],2020,How To Ruin Christmas,SHOW,6,503,50,2,2.344,10
TV-MA,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her.","['thriller', 'drama']",ts250801,tt12540080,['MX'],2020,Dark Desire,SHOW,6.5,7420,34,2,122.06,7.3
TV-MA,A writer in a creative and marital crisis finds refuge and support in her three best friends. Based on the novels by Elisabet Benavent.,"['comedy', 'drama', 'romance']",ts236501,tt9731288,['ES'],2020,Valeria,SHOW,6.5,5701,41,2,24.53,7.5
TV-MA,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.","['comedy', 'drama']",ts217389,tt10655506,['IN'],2020,Masaba Masaba,SHOW,6.7,1760,28,2,8.408,9
TV-MA,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency â€” Space Force â€” ready for lift-off.,['comedy'],ts87453,tt9612516,['US'],2020,Space Force,SHOW,6.7,63379,30,2,21.173,6.6
TV-MA,An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,"['crime', 'drama', 'thriller']",ts277126,tt13660638,['IL'],2020,Black Space,SHOW,6.7,1834,46,2,4.268,7.3
TV-MA,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",['comedy'],ts237111,tt12146940,['AR'],2020,Almost Happy,SHOW,6.8,934,27,2,4.813,7.2
TV-MA,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,"['drama', 'scifi', 'action', 'thriller']",ts225912,tt9849210,['DE'],2020,Biohackers,SHOW,6.8,9577,42,2,11.461,7.5
TV-MA,"After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns.","['action', 'drama', 'scifi', 'fantasy']",ts89210,tt9059350,['US'],2020,Warrior Nun,SHOW,6.8,30243,43,2,45.891,7.9
TV-MA,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.","['drama', 'comedy', 'romance']",ts84146,tt8962124,['US'],2020,Emily in Paris,SHOW,6.9,86631,29,2,42.991,7.995
TV-MA,Follow recently graduated police officer Kurt Wallander as he investigates his first case.,"['thriller', 'crime', 'drama']",ts103702,tt9359220,['GB'],2020,Young Wallander,SHOW,6.9,11377,45,2,72.638,7.1
TV-MA,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.","['scifi', 'drama', 'thriller']",ts287836,tt10919486,['BE'],2020,Into the Night,SHOW,7.1,31559,36,2,22.983,7.5
TV-MA,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.","['drama', 'history', 'thriller', 'crime']",ts82912,tt7423538,['US'],2020,Ratched,SHOW,7.2,54291,54,2,35.227,7.8
TV-MA,"No demon is safe as Bogdan Boner, the alcohol-loving, self-taught exorcist-for-hire, returns with more inventive, obscene and deadly deeds.","['animation', 'comedy']",ts269397,tt13624584,['PL'],2020,Bogdan Boner: Egzorcysta,SHOW,7.3,105,12,2,10.114,4
TV-MA,The Morales cousins scramble to save their grandfather's taco shop--and pursue their own dreams--as gentrification shakes up their LA neighborhood.,"['comedy', 'drama']",ts190462,tt10037034,['US'],2020,Gentefied,SHOW,7.3,2697,30,2,3.205,7.8
TV-MA,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.","['documentation', 'drama', 'thriller', 'crime']",ts281928,tt9642938,['US'],2020,Unsolved Mysteries,SHOW,7.3,9492,49,2,18.654,7.8
TV-MA,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,"['documentation', 'music']",ts254592,tt13110256,['US'],2020,Song Exploder,SHOW,7.4,776,25,2,1.366,8
TV-MA,A married consultant and a young IT tech kick off a flirty game that challenges societal norms â€” and leads them to re-evaluate their entire lives.,"['comedy', 'drama', 'romance']",ts256007,tt10888876,['SE'],2020,Love & Anarchy,SHOW,7.4,7896,31,2,13.59,7.3
TV-MA,Recovering addict and comedian Mae tries to control the addictive behaviors and intense romanticism that permeate every facet of her life. Life is further complicated by a new and all-consuming relationship with her new girlfriend George.,"['drama', 'comedy', 'romance']",ts225651,tt10098620,['GB'],2020,Feel Good,SHOW,7.5,10690,25,2,9.986,7.4
TV-MA,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,"['documentation', 'crime']",ts227305,tt11823076,['US'],2020,Tiger King,SHOW,7.5,77790,44,2,9.63,7
TV-MA,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret â€” and a web of conspiracy hiding it.","['crime', 'drama', 'thriller']",ts254537,tt12987918,['BR'],2020,"Good Morning, VerÃ´nica",SHOW,7.5,3673,45,2,13.922,7.4
TV-MA,A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.,"['thriller', 'action', 'drama', 'fantasy', 'scifi']",ts104401,tt9251798,['NO'],2020,Ragnarok,SHOW,7.5,36863,47,2,118.364,8.067
TV-MA,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.","['thriller', 'action', 'drama', 'romance', 'crime']",ts235655,tt10293938,['US'],2020,Outer Banks,SHOW,7.5,45815,49,2,39.319,8.555
TV-MA,A group of bored delinquents are transported to a parallel dimension as part of a survival game.,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",ts219660,tt10795658,['JP'],2020,Alice in Borderland,SHOW,7.6,49446,47,2,71.018,8.2
TV-MA,"The stakes on the mat are high, but for these cheerleaders, the only thing more brutal than their workouts and more exceptional than their performances are the stories of adversity and triumph behind the athletes themselves.","['documentation', 'sport', 'reality']",ts223981,tt11426660,['US'],2020,Cheer,SHOW,8.1,6271,56,2,8.36,7.4
TV-MA,"Fed up with his wifeâ€™s distancing from him, Hadi goes on a business trip to Turkey where he meets a special woman, an encounter that changes his life forever.",['drama'],ts285854,,['LB'],2021,Till Death,SHOW,,,53,2,27.741,6.7
TV-MA,A young privateâ€™s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,"['drama', 'action', 'comedy']",ts254928,,['KR'],2021,D.P.,SHOW,,,55,2,18.767,8.2
TV-MA,"Twelve people think they're in the final casting round for a reality show. In fact, they're already being secretly filmed, with 100,000 euros at stake.",['reality'],ts310335,tt15436028,['ES'],2021,Insiders,SHOW,4.2,742,46,2,4.397,6.9
TV-MA,"For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at Indiaâ€™s multibillion-dollar wedding industry.","['reality', 'romance']",ts286386,tt13887518,['US'],2021,The Big Day,SHOW,4.7,332,43,2,1.92,6
TV-MA,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,"['comedy', 'drama', 'romance']",ts289334,tt10839422,['US'],2021,Sex/Life,SHOW,5.4,20549,47,2,165.068,7.1
TV-MA,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",['comedy'],ts296179,tt14821886,['MX'],2021,The War Next-door,SHOW,5.7,444,33,2,82.278,7.3
TV-MA,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",['reality'],ts271025,tt13660962,['US'],2021,Bling Empire,SHOW,5.8,3052,37,2,7.476,8.2
TV-MA,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.","['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']",ts269881,tt13676344,['JP'],2021,Record of Ragnarok,SHOW,6.2,4923,24,2,168.41,8.629
TV-MA,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.","['animation', 'action', 'drama', 'sport', 'thriller']",ts273485,tt13357140,['JP'],2021,Baki Hanma,SHOW,6.6,1685,25,2,211.093,8.049
TV-MA,"When his teenage granddaughter falls victim to the drug dealers overtaking his neighborhood, a fed-up war veteran takes matters into his own hands.","['action', 'crime', 'drama', 'thriller']",ts281225,tt13980362,['ES'],2021,Wrong Side of the Tracks,SHOW,6.7,1671,71,2,27.824,5.7
TV-MA,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.","['scifi', 'drama', 'fantasy', 'action']",ts271888,tt8179402,['US'],2021,Fate: The Winx Saga,SHOW,6.8,39519,50,2,97.114,8.373
